gDBWS - Graphic data export Powder v3.beta  -  21/12/00 10:40:00 AM
2 theta,   I obs,    I calc,  I obs - I calc 
 89.72    67.0       89.0       -22.0  
 89.74    85.0       89.0       -4.0   
 89.76    58.0       89.0       -31.0  
 89.78    67.0       89.0       -22.0  
 89.8     59.0       90.0       -31.0  
 89.82    66.0       88.0       -22.0  
 89.84    65.0       90.0       -25.0  
 89.86    84.0       94.0       -10.0  
 89.88    85.0       100.0      -15.0  
 89.9     92.0       111.0      -19.0  
 89.92    120.0      124.0      -4.0   
 89.9399  138.0      136.0      2.0    
 89.96    127.0      138.0      -11.0  
 89.98    97.0       128.0      -31.0  
 90.0     78.0       115.0      -37.0  
number of phases: 1
 Fluorapatite                                                         
no., K1 or K2, 2 theta, intens., H, K, L
    1    1    25.817     15195.12      0    0    2
    2    2    25.882     15195.12      0    0    2
    3    1    28.091     15195.12      0    1    2
    4    1    28.091     15195.12      1    0    2
    5    2    28.162     15195.12      0    1    2
    6    2    28.162     15195.12      1    0    2
    7    1    29.045     15195.12      1    2    0
    8    1    29.045     15195.12      2    1    0
    9    2    29.119     15195.12      1    2    0
   10    2    29.119     15195.12      2    1    0
   11    1    31.871     15195.12      1    2    1
   12    1    31.871     15195.12      2    1    1
   13    2    31.952     15195.12      1    2    1
   14    2    31.952     15195.12      2    1    1
   15    1    32.197     15195.12      1    1    2
   16    2    32.279     15195.12      1    1    2
   17    1    33.044     15195.12      0    3    0
   18    1    33.044     15195.12      3    0    0
   19    2    33.128     15195.12      0    3    0
   20    2    33.128     15195.12      3    0    0
   21    1    34.083     15195.12      0    2    2
   22    1    34.083     15195.12      2    0    2
   23    2    34.17      15195.12      0    2    2
   24    2    34.17      15195.12      2    0    2
   25    1    35.585     15195.12      0    3    1
   26    1    35.585     15195.12      3    0    1
   27    2    35.676     15195.12      0    3    1
   28    2    35.676     15195.12      3    0    1
   29    1    38.347     15195.12      2    2    0
   30    2    38.446     15195.12      2    2    0
   31    1    39.264     15195.12      1    2    2
   32    1    39.264     15195.12      2    1    2
   33    2    39.365     15195.12      1    2    2
   34    2    39.365     15195.12      2    1    2
   35    1    39.98      15195.12      1    3    0
   36    1    39.98      15195.12      3    1    0
   37    2    40.083     15195.12      1    3    0
   38    2    40.083     15195.12      3    1    0
   39    1    40.601     15195.12      2    2    1
   40    2    40.706     15195.12      2    2    1
   41    1    40.782     15195.12      0    1    3
   42    1    40.782     15195.12      1    0    3
   43    2    40.887     15195.12      0    1    3
   44    2    40.887     15195.12      1    0    3
   45    1    42.161     15195.12      1    3    1
   46    1    42.161     15195.12      3    1    1
   47    2    42.27      15195.12      1    3    1
   48    2    42.27      15195.12      3    1    1
   49    1    42.418     15195.12      0    3    2
   50    1    42.418     15195.12      3    0    2
   51    2    42.528     15195.12      0    3    2
   52    2    42.528     15195.12      3    0    2
   53    1    43.846     15195.12      1    1    3
   54    2    43.96      15195.12      1    1    3
   55    1    44.58      15195.12      0    4    0
   56    1    44.58      15195.12      4    0    0
   57    2    44.696     15195.12      0    4    0
   58    2    44.696     15195.12      4    0    0
   59    1    45.315     15195.12      0    2    3
   60    1    45.315     15195.12      2    0    3
   61    2    45.433     15195.12      0    2    3
   62    2    45.433     15195.12      2    0    3
   63    1    46.586     15195.12      0    4    1
   64    1    46.586     15195.12      4    0    1
   65    2    46.708     15195.12      0    4    1
   66    2    46.708     15195.12      4    0    1
   67    1    46.824     15195.12      2    2    2
   68    2    46.947     15195.12      2    2    2
   69    1    48.223     15195.12      1    3    2
   70    1    48.223     15195.12      3    1    2
   71    2    48.349     15195.12      1    3    2
   72    2    48.349     15195.12      3    1    2
   73    1    48.832     15195.12      2    3    0
   74    1    48.832     15195.12      3    2    0
   75    2    48.961     15195.12      2    3    0
   76    2    48.961     15195.12      3    2    0
   77    1    49.519     15195.12      1    2    3
   78    1    49.519     15195.12      2    1    3
   79    2    49.649     15195.12      1    2    3
   80    2    49.649     15195.12      2    1    3
   81    1    50.71      15195.12      2    3    1
   82    1    50.71      15195.12      3    2    1
   83    2    50.844     15195.12      2    3    1
   84    2    50.844     15195.12      3    2    1
   85    1    51.519     15195.12      1    4    0
   86    1    51.519     15195.12      4    1    0
   87    2    51.655     15195.12      1    4    0
   88    2    51.655     15195.12      4    1    0
   89    1    52.179     15195.12      0    3    3
   90    1    52.179     15195.12      3    0    3
   91    1    52.249     15195.12      0    4    2
   92    1    52.249     15195.12      4    0    2
   93    2    52.318     15195.12      0    3    3
   94    2    52.318     15195.12      3    0    3
   95    2    52.388     15195.12      0    4    2
   96    2    52.388     15195.12      4    0    2
   97    1    53.12      15195.12      0    0    4
   98    2    53.261     15195.12      0    0    4
   99    1    53.327     15195.12      1    4    1
  100    1    53.327     15195.12      4    1    1
  101    2    53.469     15195.12      1    4    1
  102    2    53.469     15195.12      4    1    1
  103    1    54.399     15195.12      0    1    4
  104    1    54.399     15195.12      1    0    4
  105    2    54.544     15195.12      0    1    4
  106    2    54.544     15195.12      1    0    4
  107    1    56.001     15195.12      2    2    3
  108    1    56.068     15195.12      2    3    2
  109    1    56.068     15195.12      3    2    2
  110    2    56.151     15195.12      2    2    3
  111    2    56.218     15195.12      2    3    2
  112    2    56.218     15195.12      3    2    2
  113    1    56.617     15195.12      0    5    0
  114    1    56.617     15195.12      5    0    0
  115    2    56.769     15195.12      0    5    0
  116    2    56.769     15195.12      5    0    0
  117    1    56.898     15195.12      1    1    4
  118    2    57.052     15195.12      1    1    4
  119    1    57.236     15195.12      1    3    3
  120    1    57.236     15195.12      3    1    3
  121    2    57.391     15195.12      1    3    3
  122    2    57.391     15195.12      3    1    3
  123    1    58.121     15195.12      0    2    4
  124    1    58.121     15195.12      2    0    4
  125    2    58.279     15195.12      0    2    4
  126    2    58.279     15195.12      2    0    4
  127    1    58.317     15195.12      0    5    1
  128    1    58.317     15195.12      5    0    1
  129    2    58.474     15195.12      0    5    1
  130    2    58.474     15195.12      5    0    1
  131    1    58.52      15195.12      1    4    2
  132    1    58.52      15195.12      4    1    2
  133    2    58.678     15195.12      1    4    2
  134    2    58.678     15195.12      4    1    2
  135    1    59.054     15195.12      3    3    0
  136    2    59.214     15195.12      3    3    0
  137    1    60.25      15195.12      2    4    0
  138    1    60.25      15195.12      4    2    0
  139    2    60.414     15195.12      2    4    0
  140    2    60.414     15195.12      4    2    0
  141    1    60.711     15195.12      3    3    1
  142    1    60.846     15195.12      0    4    3
  143    1    60.846     15195.12      4    0    3
  144    2    60.877     15195.12      3    3    1
  145    2    61.012     15195.12      0    4    3
  146    2    61.012     15195.12      4    0    3
  147    1    61.699     15195.12      1    2    4
  148    1    61.699     15195.12      2    1    4
  149    2    61.868     15195.12      1    2    4
  150    2    61.868     15195.12      2    1    4
  151    1    61.887     15195.12      2    4    1
  152    1    61.887     15195.12      4    2    1
  153    2    62.057     15195.12      2    4    1
  154    2    62.057     15195.12      4    2    1
  155    1    63.245     15195.12      0    5    2
  156    1    63.245     15195.12      5    0    2
  157    2    63.419     15195.12      0    5    2
  158    2    63.419     15195.12      5    0    2
  159    1    63.755     15195.12      1    5    0
  160    1    63.755     15195.12      5    1    0
  161    2    63.932     15195.12      1    5    0
  162    2    63.932     15195.12      5    1    0
  163    1    64.018     15195.12      0    3    4
  164    1    64.018     15195.12      3    0    4
  165    2    64.195     15195.12      0    3    4
  166    2    64.195     15195.12      3    0    4
  167    1    64.333     15195.12      2    3    3
  168    1    64.333     15195.12      3    2    3
  169    2    64.511     15195.12      2    3    3
  170    2    64.511     15195.12      3    2    3
  171    1    65.343     15195.12      1    5    1
  172    1    65.343     15195.12      5    1    1
  173    2    65.524     15195.12      1    5    1
  174    2    65.524     15195.12      5    1    1
  175    1    65.533     15195.12      3    3    2
  176    2    65.716     15195.12      3    3    2
  177    1    66.602     15195.12      1    4    3
  178    1    66.602     15195.12      4    1    3
  179    1    66.662     15195.12      2    4    2
  180    1    66.662     15195.12      4    2    2
  181    2    66.788     15195.12      1    4    3
  182    2    66.788     15195.12      4    1    3
  183    2    66.848     15195.12      2    4    2
  184    2    66.848     15195.12      4    2    2
  185    1    67.414     15195.12      2    2    4
  186    2    67.603     15195.12      2    2    4
  187    1    68.527     15195.12      1    3    4
  188    1    68.527     15195.12      3    1    4
  189    2    68.72      15195.12      1    3    4
  190    2    68.72      15195.12      3    1    4
  191    1    69.084     15195.12      0    1    5
  192    1    69.084     15195.12      1    0    5
  193    2    69.279     15195.12      0    1    5
  194    2    69.279     15195.12      1    0    5
  195    1    69.38      15195.12      0    6    0
  196    1    69.38      15195.12      6    0    0
  197    2    69.576     15195.12      0    6    0
  198    2    69.576     15195.12      6    0    0
  199    1    69.993     15195.12      1    5    2
  200    1    69.993     15195.12      5    1    2
  201    2    70.191     15195.12      1    5    2
  202    2    70.191     15195.12      5    1    2
  203    1    70.479     15195.12      3    4    0
  204    1    70.479     15195.12      4    3    0
  205    2    70.679     15195.12      3    4    0
  206    2    70.679     15195.12      4    3    0
  207    1    70.905     15195.12      0    6    1
  208    1    70.905     15195.12      6    0    1
  209    1    71.029     15195.12      0    5    3
  210    1    71.029     15195.12      5    0    3
  211    2    71.106     15195.12      0    6    1
  212    2    71.106     15195.12      6    0    1
  213    2    71.231     15195.12      0    5    3
  214    2    71.231     15195.12      5    0    3
  215    1    71.278     15195.12      1    1    5
  216    2    71.481     15195.12      1    1    5
  217    1    71.818     15195.12      0    4    4
  218    1    71.818     15195.12      4    0    4
  219    1    71.993     15195.12      3    4    1
  220    1    71.993     15195.12      4    3    1
  221    2    72.023     15195.12      0    4    4
  222    2    72.023     15195.12      4    0    4
  223    2    72.199     15195.12      3    4    1
  224    2    72.199     15195.12      4    3    1
  225    1    72.364     15195.12      0    2    5
  226    1    72.364     15195.12      2    0    5
  227    2    72.571     15195.12      0    2    5
  228    2    72.571     15195.12      2    0    5
  229    1    72.654     15195.12      2    5    0
  230    1    72.654     15195.12      5    2    0
  231    2    72.863     15195.12      2    5    0
  232    2    72.863     15195.12      5    2    0
  233    1    73.198     15195.12      3    3    3
  234    2    73.408     15195.12      3    3    3
  235    1    74.15      15195.12      2    5    1
  236    1    74.15      15195.12      5    2    1
  237    1    74.273     15195.12      2    4    3
  238    1    74.273     15195.12      4    2    3
  239    2    74.364     15195.12      2    5    1
  240    2    74.364     15195.12      5    2    1
  241    2    74.487     15195.12      2    4    3
  242    2    74.487     15195.12      4    2    3
  243    1    75.048     15195.12      2    3    4
  244    1    75.048     15195.12      3    2    4
  245    2    75.266     15195.12      2    3    4
  246    2    75.266     15195.12      3    2    4
  247    1    75.399     15195.12      0    6    2
  248    1    75.399     15195.12      6    0    2
  249    1    75.586     15195.12      1    2    5
  250    1    75.586     15195.12      2    1    5
  251    2    75.618     15195.12      0    6    2
  252    2    75.618     15195.12      6    0    2
  253    2    75.805     15195.12      1    2    5
  254    2    75.805     15195.12      2    1    5
  255    1    76.463     15195.12      3    4    2
  256    1    76.463     15195.12      4    3    2
  257    2    76.686     15195.12      3    4    2
  258    2    76.686     15195.12      4    3    2
  259    1    76.933     15195.12      1    6    0
  260    1    76.933     15195.12      6    1    0
  261    2    77.158     15195.12      1    6    0
  262    2    77.158     15195.12      6    1    0
  263    1    77.175     15195.12      1    4    4
  264    1    77.175     15195.12      4    1    4
  265    2    77.4       15195.12      1    4    4
  266    2    77.4       15195.12      4    1    4
  267    1    77.466     15195.12      1    5    3
  268    1    77.466     15195.12      5    1    3
  269    2    77.693     15195.12      1    5    3
  270    2    77.693     15195.12      5    1    3
  271    1    77.707     15195.12      0    3    5
  272    1    77.707     15195.12      3    0    5
  273    2    77.935     15195.12      0    3    5
  274    2    77.935     15195.12      3    0    5
  275    1    78.4       15195.12      1    6    1
  276    1    78.4       15195.12      6    1    1
  277    1    78.577     15195.12      2    5    2
  278    1    78.577     15195.12      5    2    2
  279    2    78.631     15195.12      1    6    1
  280    2    78.631     15195.12      6    1    1
  281    2    78.809     15195.12      2    5    2
  282    2    78.809     15195.12      5    2    2
  283    1    80.858     15195.12      2    2    5
  284    2    81.099     15195.12      2    2    5
  285    1    81.377     15195.12      0    5    4
  286    1    81.377     15195.12      5    0    4
  287    2    81.62      15195.12      0    5    4
  288    2    81.62      15195.12      5    0    4
  289    1    81.902     15195.12      1    3    5
  290    1    81.902     15195.12      3    1    5
  291    2    82.148     15195.12      1    3    5
  292    2    82.148     15195.12      3    1    5
  293    1    82.181     15195.12      4    4    0
  294    2    82.428     15195.12      4    4    0
  295    1    82.705     15195.12      0    6    3
  296    1    82.705     15195.12      6    0    3
  297    1    82.761     15195.12      1    6    2
  298    1    82.761     15195.12      6    1    2
  299    2    82.955     15195.12      0    6    3
  300    2    82.955     15195.12      6    0    3
  301    2    83.011     15195.12      1    6    2
  302    2    83.011     15195.12      6    1    2
  303    1    83.222     15195.12      0    7    0
  304    1    83.222     15195.12      7    0    0
  305    1    83.222     15195.12      3    5    0
  306    1    83.222     15195.12      5    3    0
  307    1    83.459     15195.12      3    3    4
  308    2    83.473     15195.12      0    7    0
  309    2    83.473     15195.12      7    0    0
  310    2    83.473     15195.12      3    5    0
  311    2    83.473     15195.12      5    3    0
  312    1    83.626     15195.12      4    4    1
  313    2    83.712     15195.12      3    3    4
  314    1    83.745     15195.12      3    4    3
  315    1    83.745     15195.12      4    3    3
  316    2    83.879     15195.12      4    4    1
  317    2    83.999     15195.12      3    4    3
  318    2    83.999     15195.12      4    3    3
  319    1    84.274     15195.12      0    0    6
  320    1    84.497     15195.12      2    4    4
  321    1    84.497     15195.12      4    2    4
  322    2    84.531     15195.12      0    0    6
  323    1    84.664     15195.12      0    7    1
  324    1    84.664     15195.12      3    5    1
  325    1    84.664     15195.12      5    3    1
  326    1    84.664     15195.12      7    0    1
  327    2    84.754     15195.12      2    4    4
  328    2    84.754     15195.12      4    2    4
  329    2    84.922     15195.12      0    7    1
  330    2    84.922     15195.12      3    5    1
  331    2    84.922     15195.12      5    3    1
  332    2    84.922     15195.12      7    0    1
  333    1    85.019     15195.12      0    4    5
  334    1    85.019     15195.12      4    0    5
  335    2    85.278     15195.12      0    4    5
  336    2    85.278     15195.12      4    0    5
  337    1    85.311     15195.12      0    1    6
  338    1    85.311     15195.12      1    0    6
  339    2    85.572     15195.12      0    1    6
  340    2    85.572     15195.12      1    0    6
  341    1    85.817     15195.12      2    5    3
  342    1    85.817     15195.12      5    2    3
  343    2    86.081     15195.12      2    5    3
  344    2    86.081     15195.12      5    2    3
  345    1    86.331     15195.12      2    6    0
  346    1    86.331     15195.12      6    2    0
  347    2    86.597     15195.12      2    6    0
  348    2    86.597     15195.12      6    2    0
  349    1    87.379     15195.12      1    1    6
  350    1    87.601     15195.12      1    5    4
  351    1    87.601     15195.12      5    1    4
  352    2    87.65      15195.12      1    1    6
  353    1    87.767     15195.12      2    6    1
  354    1    87.767     15195.12      6    2    1
  355    2    87.872     15195.12      1    5    4
  356    2    87.872     15195.12      5    1    4
  357    1    87.94      15195.12      4    4    2
  358    2    88.039     15195.12      2    6    1
  359    2    88.039     15195.12      6    2    1
  360    1    88.121     15195.12      2    3    5
  361    1    88.121     15195.12      3    2    5
  362    2    88.213     15195.12      4    4    2
  363    2    88.395     15195.12      2    3    5
  364    2    88.395     15195.12      3    2    5
  365    1    88.412     15195.12      0    2    6
  366    1    88.412     15195.12      2    0    6
  367    2    88.687     15195.12      0    2    6
  368    2    88.687     15195.12      2    0    6
  369    1    88.973     15195.12      0    7    2
  370    1    88.973     15195.12      3    5    2
  371    1    88.973     15195.12      5    3    2
  372    1    88.973     15195.12      7    0    2
  373    2    89.251     15195.12      0    7    2
  374    2    89.251     15195.12      3    5    2
  375    2    89.251     15195.12      5    3    2
  376    2    89.251     15195.12      7    0    2
  377    1    89.949     15195.12      1    6    3
  378    1    89.949     15195.12      6    1    3
  379    1    90.185     15195.12      1    4    5
  380    1    90.185     15195.12      4    1    5
  381    2    90.232     15195.12      1    6    3
  382    2    90.232     15195.12      6    1    3
  383    2    .0         15195.12      0    0    0
  384    2    .0         15195.12      0    0    0
  385    2    .0         15195.12      0    0    0
  386    2    .0         15195.12      0    0    0
  387    2    .0         15195.12      0    0    0
  388    2    .0         15195.12      0    0    0
  389    2    .0         15195.12      0    0    0
  390    2    .0         15195.12      0    0    0
  391    2    .0         15195.12      0    0    0
  392    2    .0         15195.12      0    0    0
  393    2    .0         15195.12      0    0    0
  394    2    .0         15195.12      0    0    0
  395    2    .0         15195.12      0    0    0
  396    2    .0         15195.12      0    0    0
  397    2    .0         15195.12      0    0    0
  398    2    .0         15195.12      0    0    0
